mcscore,scscore,processor,freq,maxfreq,cores,threads,tdp,codename,package
9553,806,Intel Xeon E5-2690 v4,2600 MHz,3500 MHz,14,28,135 W,Broadwell-E/EP,Socket 2011 LGA
9528,766,Intel Xeon E5-2698 v3,2300 MHz,3600 MHz,16,32,135 W,Haswell,FCLGA2011-3
9507,1323,Intel Core i9-10900F,2800 MHz,5200 MHz,10,20,65 W,Comet Lake,Socket 1200 LGA
9249,1315,Intel Core i9-10900,2800 MHz,5200 MHz,10,20,65 W,Intel UHD Graphics 630,Comet Lake
9205,1669,Intel Core i9-11900,2500 MHz,5200 MHz,8,16,65 W,Intel UHD Graphics 750,Rocket Lake
9189,1695,Intel Core i9-11900F,2500 MHz,5200 MHz,8,16,65 W,Rocket Lake,Socket 1200 LGA
9147,1367,Intel Core i9-9900KS,4000 MHz,5000 MHz,8,16,127 W,Intel UHD Graphics 630,Coffee Lake
9069,1078,Intel Xeon W-2150B,3000 MHz,4500 MHz,10,20,,,
9067,809,Intel Xeon E5-2687W v4,3000 MHz,3500 MHz,12,24,160 W,Broadwell,FCLGA2011-3
9065,1537,AMD Ryzen 7 5700G,3800 MHz,4600 MHz,8,16,65 W,AMD Radeon RX Vega 8,Cezanne
9007,1161,Intel Core i7-9800X,3800 MHz,4400 MHz,8,16,165 W,Skylake,Socket 2066 LGA
9003,1342,AMD Ryzen 7 3800XT,3900 MHz,4700 MHz,8,16,105 W,Matisse,Socket AM4 (1331)
8968,961,Intel Core i7-6950X,3000 MHz,3500 MHz,10,20,140 W,Broadwell-E,FCLGA2011-3
8927,725,Intel Xeon E5-2683 v4,2100 MHz,3000 MHz,16,32,120 W,Broadwell-E/EP,Socket 2011 LGA
8925,840,Intel Xeon Silver 4214R,2400 MHz,3500 MHz,12,24,100 W,Cascade Lake,Socket 3647 LGA
8864,1289,AMD Ryzen 7 3800X,3900 MHz,4500 MHz,8,16,105 W,Matisse,AM4
8851,1336,Intel Core i7-10700K,3800 MHz,5100 MHz,8,16,125 W,Intel UHD Graphics 630,Comet Lake
8756,759,Intel Xeon E5-2680 v4,2400 MHz,3300 MHz,14,28,120 W,"Broadwell-E/EP, Haswell-E/EP",Socket 2011 LGA
8704,1609,Intel Core i7-11700,2500 MHz,4900 MHz,8,16,65 W,Intel UHD Graphics 750,Rocket Lake
8688,980,AMD Ryzen Threadripper 1920X,3500 MHz,4000 MHz,12,24,180 W,Whitehaven,sTR4
8668,817,Intel Xeon E5-2690 v3,2600 MHz,3500 MHz,12,24,135 W,Haswell,Socket 2011 LGA
8613,1319,Intel Core i7-10700KF,3800 MHz,5100 MHz,8,16,125 W,Comet Lake,Socket 1200 LGA
8596,1317,Intel Core i9-9900KF,3600 MHz,5000 MHz,8,16,95 W,Coffee Lake,Socket 1151 LGA
8535,1308,Intel Core i9-9900K,3600 MHz,5000 MHz,8,16,95 W,Intel UHD Graphics 630,Coffee Lake
8518,1106,Intel Xeon W-2145,3700 MHz,4500 MHz,8,16,140 W,Skylake,FCLGA2066
8468,596,Intel Xeon E5-4667 v3,2000 MHz,2900 MHz,16,32,135 W,Haswell,FCLGA2011-3
8413,1571,Intel Core i7-11700F,2500 MHz,4900 MHz,8,16,65 W,Rocket Lake,Socket 1200 LGA
8411,1253,AMD Ryzen 7 3700X,3600 MHz,4400 MHz,8,16,65 W,Matisse,AM4
8303,1101,Intel Core i7-7820X,3600 MHz,4300 MHz,8,16,140 W,Skylake-E/EP,FCLGA2066
8154,694,Intel Xeon E5-2683 v3,2000 MHz,3000 MHz,14,28,120 W,Haswell,FCLGA2011-3
8153,1615,AMD Ryzen 5 5600X,3700 MHz,4600 MHz,6,12,65 W,Vermeer,AM4
8143,766,Intel Xeon Silver 4214,2200 MHz,3200 MHz,12,24,85 W,Cascade Lake,Socket 3647 LGA
8034,761,Intel Xeon E5-2680 v3,2500 MHz,3300 MHz,12,24,120 W,Haswell,Socket 2011 LGA
8013,682,Intel Xeon E5-2660 v4,2000 MHz,3200 MHz,14,28,105 W,Broadwell,FCLGA2011-3
7960,1668,Intel Core i5-11600K,3900 MHz,4900 MHz,6,12,125 W,Intel UHD Graphics 750,Rocket Lake
7908,787,Intel Xeon E5-2678 v3,2500 MHz,,12,24,120 W,Haswell-E/EP,Socket 2011 LGA
7893,1031,Intel Xeon W-3223,3500 MHz,4000 MHz,8,16,160 W,Cascade Lake,FCLGA3647
7885,1647,Intel Core i5-11600KF,3900 MHz,4900 MHz,6,12,125 W,Rocket Lake,Socket 1200 LGA
7881,1465,Intel Core i7-11800H,2300 MHz,4600 MHz,8,16,45 W,Intel UHD Graphics,Tiger Lake
7869,985,Intel Xeon Gold 6134,3200 MHz,3700 MHz,8,16,130 W,Skylake,FCLGA3647
7845,1044,Intel Xeon W-2140B,3200 MHz,4200 MHz,8,16,,,
7783,1252,Intel Core i7-10700F,2900 MHz,4800 MHz,8,16,65 W,Comet Lake,Socket 1200 LGA
7777,1201,AMD Ryzen 7 PRO 4750G,3600 MHz,4400 MHz,8,16,65 W,AMD Radeon Vega 8,Renoir
7698,1042,Intel Xeon E5-1660 v3,3000 MHz,3500 MHz,8,16,140 W,Haswell,FCLGA2011-3
7671,1252,Intel Core i9-9900,3100 MHz,5000 MHz,8,16,65 W, Intel UHD Graphics 630,Coffee Lake
7660,1416,AMD Ryzen 9 5900HX,3300 MHz,4600 MHz,8,16,45 W,AMD Radeon RX Vega 8,Cezanne
7631,978,Intel Core i7-6900K,3200 MHz,3700 MHz,8,16,140 W,Broadwell-E,FCLGA2011-3
7549,1258,Intel Core i7-10700,2900 MHz,4800 MHz,8,16,65 W,Intel UHD Graphics 630,Comet Lake
7418,1578,Intel Core i9-11900T,1500 MHz,4900 MHz,8,16,35 W,Intel UHD Graphics 750,Rocket Lake
7393,747,Intel Xeon E5-2670 v3,2300 MHz,3100 MHz,12,24,120 W,"Gainestown, Haswell-E/EP, Sandy Bridge-EP/EX","Socket 1366 LGA, Socket 2011 LGA"
7355,1610,Intel Core i5-11600,2800 MHz,4800 MHz,6,12,65 W,Intel UHD Graphics 750,Rocket Lake
7339,702,Intel Xeon Gold 5118,2300 MHz,3200 MHz,12,24,105 W,Skylake,FCLGA3647
7331,1472,AMD Ryzen 5 5600G,3900 MHz,4400 MHz,6,12,65 W,AMD Radeon RX Vega 7,Cezanne
7294,653,Intel Xeon E5-2696 v2,2500 MHz,3300 MHz,12,24,Ivy Bridge EP,FCLGA2011,
7188,1280,Intel Core i7-9700K,3600 MHz,4900 MHz,8,8,95 W,Intel UHD Graphics 630,Coffee Lake
7166,1200,Intel Xeon E-2288G,3700 MHz,5000 MHz,8,16,95 W,Intel UHD Graphics P630,Coffee Lake
7130,1281,Intel Core i7-9700KF,3600 MHz,4900 MHz,8,8,95 W,Coffee Lake,Socket 1151 LGA
7081,1332,AMD Ryzen 7 5800H,3200 MHz,4400 MHz,8,16,45 W,Cezanne,Socket FP6
7064,1540,Intel Core i5-11500,2700 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 750,Rocket Lake
7053,915,Intel Core i7-5960X,3000 MHz,3500 MHz,8,16,140 W,Haswell E,LGA2011-v3
7052,657,Intel Xeon E5-2697 v2,2700 MHz,3500 MHz,12,24,130 W,Ivy Bridge,FCLGA2011
7051,1303,AMD Ryzen 5 3600XT,3800 MHz,4500 MHz,6,12,95 W,Matisse,Socket AM4 (1331)
7032,652,Intel Xeon Silver 4116,2100 MHz,3000 MHz,12,24,85 W,Skylake,FCLGA3647
6993,1306,Intel Core i5-10600KF,4100 MHz,4800 MHz,6,12,125 W,Comet Lake,Socket 1200 LGA
6950,1080,AMD Ryzen 9 4900HS,3000 MHz,4300 MHz,8,16,35 W,AMD Radeon Vega 7,Renoir
6949,884,Intel Xeon E5-1680 v2,3000 MHz,3900 MHz,8,16,130 W,Ivy Bridge,FCLGA2011
6943,806,Intel Xeon E5-2667 v4,3200 MHz,3600 MHz,8,16,135 W,"Broadwell-E/EP, Haswell-E/EP",Socket 2011 LGA
6913,1307,Intel Core i5-10600K,4100 MHz,4800 MHz,6,12,95 W,Intel UHD Graphics 630,Comet Lake
6909,802,AMD EPYC 7601,2200 MHz,2700 MHz,32,64,180 W,Naples,Socket SP3 (4094)
6908,1304,Intel Core i7-8086K,4000 MHz,,6,12,Coffee Lake,FCLGA1151,
6890,1459,Intel Core i5-11400F,2600 MHz,4400 MHz,6,12,65 W,Rocket Lake,Socket 1200 LGA
6876,893,Intel Xeon E5-1660 v4,3200 MHz,3800 MHz,8,16,140 W,Broadwell,FCLGA2011-3
6875,979,Intel Xeon Gold 6128,3400 MHz,3700 MHz,6,12,115 W,Skylake,FCLGA3647
6868,1245,AMD Ryzen 5 3600X,3800 MHz,4400 MHz,6,12,95 W,Matisse,AM4
6864,708,Intel Xeon E5-2687W v3,3100 MHz,3500 MHz,10,20,160 W,Haswell-E/EP,Socket 2011 LGA
6863,1191,Intel Core i7-10875H,2300 MHz,5100 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6851,932,Intel Xeon Processor E5-1680 v3,3200 MHz,3800 MHz,8,16,140 W,Haswell,FCLGA2011-3
6845,1040,AMD Ryzen 7 2700X,3700 MHz,4300 MHz,8,16,105 W,Pinnacle Ridge,AM4
6838,1483,Intel Core i5-11400,2600 MHz,4400 MHz,6,12,65 W,Intel UHD Graphics 730,Rocket Lake
6812,1138,AMD Ryzen 9 4900H,3300 MHz,4400 MHz,8,16,45 W,Radeon Vega 8,Renoir
6776,1194,Intel Core i9-10885H,2400 MHz,5300 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6751,752,Intel Xeon E5-2660 v3,2600 MHz,3300 MHz,10,20,105 W,Haswell,FCLGA2011-3
6749,659,AMD EPYC 7551P,2000 MHz,3000 MHz,32,64,180 W,Naples,Socket SP3 (4094)
6740,987,AMD Ryzen Threadripper 1900X,3800 MHz,4000 MHz,8,16,180 W,Whitehaven,sTR4
6667,1205,AMD Ryzen 5 3600,3600 MHz,4200 MHz,6,12,65 W,Matisse,AM4
6592,1159,Intel Core i7-10870H,2200 MHz,5000 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6585,1050,AMD Ryzen 7 4800HS,2900 MHz,4200 MHz,8,16,35 W,AMD Radeon Vega 7,Renoir
6529,726,AMD EPYC 7501,2000 MHz,3000 MHz,32,64,170 W,Naples,Socket SP3 (4094)
6527,684,Intel Xeon E5-2690 v2,3000 MHz,3600 MHz,10,20,130 W,Ivy Bridge EP,FCLGA2011
6519,823,Intel Xeon E5-2618L v4,2200 MHz,3200 MHz,10,20,75 W,Broadwell,FCLGA2011-3
6500,1244,Intel Core i7-8700K,3700 MHz,4700 MHz,6,12,95 W,Intel UHD Graphics 630,Coffee Lake
6498,1114,Intel Core i9-9980HK,2400 MHz,5000 MHz,8,16,45 W, Intel UHD Graphics 630,Kaby Lake
6462,1203,Intel Core i7-9700F,3000 MHz,4700 MHz,8,8,65 W,Coffee Lake,FCLGA1151
6442,1079,AMD Ryzen 7 4800H,2900 MHz,4200 MHz,8,16,45 W,AMD Radeon Vega 7,Renoir
6413,1078,Intel Xeon W-2135 ,3700 MHz,4500 MHz,6,12,140 W,Skylake,FCLGA2066
6388,1196,Intel Core i7-9700,3000 MHz,4700 MHz,8,8,65 W,Intel UHD Graphics 630,Coffee Lake
6375,1495,Intel Core i7-11700T,1400 MHz,4600 MHz,8,16,35 W,Intel UHD Graphics 750,Rocket Lake
6319,592,Intel Xeon E5-2695 v2,2400 MHz,3200 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
6312,1168,AMD Ryzen 5 PRO 4650G,3701 MHz,4200 MHz,6,12,65 W,Radeon Vega 6,Renoir
6308,865,Intel Xeon E5-2643 v4,3400 MHz,3700 MHz,6,12,135 W,,
6293,941,AMD Ryzen 7 1800X,3600 MHz,4000 MHz,8,16,95 W,Summit Ridge,AM4
6264,616,Intel Xeon E5-2640 v4,2400 MHz,3400 MHz,10,20,90 W,"Broadwell-E/EP, Dempsey, Sandy Bridge-EP/EX","Socket 2011 LGA, Socket 771 LGA"
6233,1286,AMD Ryzen 7 5800U,1900 MHz,4400 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
6166,1236,Intel Core i5-10600,3300 MHz,4800 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
6144,931,AMD Ryzen 7 2700,3200 MHz,4100 MHz,8,16,65 W,Pinnacle Ridge,AM4
6138,746,Intel Xeon E5-2687W v2,3400 MHz,4000 MHz,8,16,150 W,Ivy Bridge,FCLGA2011
6122,1098,Intel Core i7-7800X,3500 MHz,4000 MHz,6,12,140 W,Skylake-E/EP,FCLGA2066
6098,1066,Intel Core i9-9880H,2300 MHz,4800 MHz,8,16,45 W, Intel UHD Graphics 630,Kaby Lake
6091,682,Intel Xeon E5-2650 v3,2300 MHz,3000 MHz,10,20,105 W,Haswell,FCLGA2011-3
6082,648,Intel Xeon E5-2680 v2,2800 MHz,3600 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
6036,766,Intel Xeon E5-1680 v4,3400 MHz,4000 MHz,8,16,140 W,Broadwell,FCLGA2011-3
5994,899,AMD Ryzen 7 PRO 1700X,3400 MHz,3800 MHz,8,16,95 W,Summit Ridge,Socket AM4 (1331)
5960,760,Intel Xeon E5-2667 v2,3300 MHz,4000 MHz,8,16,130 W,Ivy Bridge EP,FCLGA2011-3
5949,892,AMD Ryzen 7 1700X,3400 MHz,3800 MHz,8,16,95 W,Summit Ridge,AM4
5920,729,AMD EPYC 7551,2000 MHz,2550 MHz,32,64,180 W,Naples,Socket SP3 (4094)
5918,1037,AMD Ryzen 7 4800U,1800 MHz,4200 MHz,8,16,15 W,AMD Radeon Vega 8,Renoir
5917,1079,Intel Xeon E-2136,3300 MHz,4500 MHz,6,12,80 W,Coffee Lake,Socket 1151 LGA
5861,703,Intel Xeon E5-2630 v4,2200 MHz,3100 MHz,10,20,85 W,Broadwell-E/EP,Socket 2011 LGA
5847,599,Intel Xeon E5-4657L v2,2400 MHz,2900 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
5808,956,Intel Xeon W-2133,3600 MHz,3900 MHz,6,12,140 W,Skylake,FCLGA2066
5804,1154,Intel Core i7-8700,3200 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 630,Coffee Lake
5767,978,Intel Core i7-6850K,3600 MHz,3800 MHz,6,12,140 W,Broadwell E,FCLGA2011-3
5758,1168,Intel Core i7-8700B,3200 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 630,Coffee Lake
5745,652,Intel Xeon Silver 4114,2200 MHz,3000 MHz,10,20,85 W,Skylake,FCLGA3647
5738,633,Intel Xeon E5-2670 v2,2500 MHz,3300 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
5730,1268,AMD Ryzen 7 PRO 5850U,1900 MHz,4400 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
5729,1107,Intel Core i5-10400F,2900 MHz,4300 MHz,6,12,65 W,Comet Lake,Socket 1200 LGA
5719,1173,Intel Core i5-10500,3100 MHz,4500 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
5713,793,Intel Xeon E5-2640 v3,2600 MHz,3400 MHz,8,16,90 W,"Haswell-E/EP, Sandy Bridge-EP/EX",Socket 2011 LGA
5698,1012,Intel Xeon E-2146G,3500 MHz,4500 MHz,6,12,80 W,Intel UHD Graphics P630,Coffee Lake
5662,841,AMD Ryzen 7 1700,3000 MHz,3700 MHz,8,16,65 W,Summit Ridge,AM4
5628,1243,Intel Core i5-9600KF,3700 MHz,4600 MHz,6,6,95 W,Coffee Lake,FCLGA1151
5628,1325,Intel Core i5-11400H,2700 MHz,4500 MHz,6,12,45 W,Intel UHD Graphics,Tiger Lake
5607,931,Intel Core i7-5930K,3500 MHz,3700 MHz,6,12,140 W,Haswell E,LGA2011-v3
5607,1033,AMD Ryzen 5 2600X,3600 MHz,4200 MHz,6,12,95 W,Pinnacle Ridge,AM4
5606,920,Intel Xeon E5-1650 v4,3600 MHz,4000 MHz,6,12,140 W,Broadwell-E/EP,Socket 2011 LGA
5583,626,AMD EPYC 7401P,2000 MHz,3000 MHz,24,48,170 W,Naples,Socket SP3 (4094)
5569,1106,Intel Core i5-10400,2900 MHz,4300 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
5543,1234,Intel Core i5-9600K,3700 MHz,4600 MHz,6,6,95 W,Intel UHD Graphics 630,Coffee Lake
5494,920,Intel Core i7-6800K,3400 MHz,3600 MHz,6,12,140 W,Broadwell-E,FCLGA2011-3
5470,1027,AMD Ryzen 7 5700U,1800 MHz,4300 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
5469,1239,AMD Ryzen 5 5600H,3300 MHz,4200 MHz,6,12,45 W,AMD Radeon RX Vega 7,Cezanne
5463,1209,Intel Core i5-8600K,3600 MHz,4300 MHz,6,6,95 W,Intel UHD Graphics 630,Coffee Lake
5446,851,AMD Ryzen 7 PRO 1700,3000 MHz,3700 MHz,8,16,65 W,Summit Ridge,Socket AM4 (1331)
5424,907,Intel Core i7-5820K,3300 MHz,3600 MHz,6,12,140 W,Haswell E,Socket 2011 LGA
5412,1134,Intel Core i7-10750H,2600 MHz,5000 MHz,6,12,45 W,Intel UHD Graphics,Comet Lake
5381,1022,AMD Ryzen 7 PRO 4750U,1700 MHz,4100 MHz,8,16,15 W,Renoir,Socket FP5
5346,1250,Intel Core i5-11260H,2600 MHz,4400 MHz,6,12,Intel UHD Graphics,Tiger Lake,Socket 1787 FCBGA
5344,521,Intel Xeon E5-2470 v2,2400 MHz,3200 MHz,10,20,95 W,Ivy Bridge EN,FCLGA1356
5340,1151,Intel Core i7-10850H,2700 MHz,5100 MHz,6,12,45 W,Intel UHD Graphics,Comet Lake
5316,899,Intel Xeon E5-1650 v3,3500 MHz,3800 MHz,6,12,140 W,Haswell,Socket 2011 LGA
5289,1210,AMD Ryzen 5 5600U,2300 MHz,4200 MHz,6,12,15 W,AMD Radeon RX Vega 7,Cezanne
5240,966,AMD Ryzen 5 2600,3400 MHz,3900 MHz,6,12,65 W,Pinnacle Ridge,AM4
5226,677,Intel Xeon E5-2690,2900 MHz,3800 MHz,8,16,135 W,Sandy Bridge-EP,Socket 2011 LGA
5187,710,Intel Xeon E5-2687W,3100 MHz,3800 MHz,8,16,150 W,Sandy Bridge-EP,Socket 2011 LGA
5173,694,Intel Xeon Silver 4110,2100 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
5160,1174,AMD Ryzen 5 3500X,3600 MHz,4100 MHz,6,6,65 W,Matisse,Socket AM4 (1331)
5155,690,Intel Xeon E5-2686 v4,2300 MHz,2700 MHz,8,16,145 W,Broadwell-E/EP,Socket 2011 LGA
5142,944,AMD Ryzen 5 1600X,3600 MHz,4000 MHz,6,12,95 W,Summit Ridge,Socket AM4 (1331)
5142,1053,Intel Core i7-9700T,2000 MHz,4300 MHz,8,8,35 W,Intel UHD Graphics 630,Coffee Lake
5128,1265,AMD Ryzen 3 3300X,3800 MHz,4300 MHz,4,8,65 W,Matisse,Socket AM4 (1331)
5128,1112,Intel Xeon E-2276M,2800 MHz,4700 MHz,6,12,45 W,Intel UHD Graphics P630,Coffee Lake
5074,1200,Intel Core i5-9600,3100 MHz,4600 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
5012,711,Intel Xeon E5-2630 v3,2400 MHz,3200 MHz,8,16,85 W,Haswell,Socket 2011 LGA
4966,972,AMD Ryzen 5 4600HS,3000 MHz,4000 MHz,6,12,35 W,Radeon Vega 6,Renoir
4953,829,Intel Core i7-4960X,3600 MHz,4000 MHz,6,12,130 W,Ivy Bridge E,FCLGA2011
4929,1425,Intel Core i7-11375H,3300 MHz,5000 MHz,4,8,35 W,Intel Iris Xe Graphics,Tiger Lake
4914,987,AMD Ryzen 5 4600H,3000 MHz,4000 MHz,6,12,45 W,AMD Radeon Vega 6,Renoir
4910,1080,Intel Core i7-9850H,2600 MHz,4600 MHz,6,12,45 W,Intel UHD Graphics 630,Coffee Lake
4908,898,AMD Ryzen 5 1600,3200 MHz,3600 MHz,6,12,65 W,Summit Ridge,Socket AM4 (1331)
4891,1396,Intel Core i5-11320H,3200 MHz,4500 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,Socket 1449 FCBGA
4886,1273,Intel Core i7-7740X,4300 MHz,4500 MHz,4,8,112 W,Kaby Lake,FCLGA2066
4872,1043,Intel Core i7-9750H,2600 MHz,4500 MHz,6,12,45 W, Intel UHD Graphics 630,Coffee Lake
4872,958,AMD Ryzen 5 4600U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon Vega 6,Renoir
4858,544,Intel Xeon E5-2660 v2,2200 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
4855,1392,Intel Core i7-11370H,3300 MHz,4800 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4848,1399,Intel Core i7-1185G7,3000 MHz,4800 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4842,610,Intel Xeon E5-2650 v2,2600 MHz,3400 MHz,8,16,95 W,Ivy Bridge EP,FCLGA2011
4839,798,Intel Core i7-4930K,3400 MHz,3900 MHz,6,12,130 W,Ivy Bridge E,FCLGA2011
4839,1112,Intel Core i5-8600,3100 MHz,4300 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4833,1134,AMD Ryzen 5 3500,3600 MHz,4100 MHz,6,6,65 W,Matisse,Socket AM4 (1331)
4827,1031,Intel Core i7-8700T,2400 MHz,4000 MHz,6,12,35 W, Intel UHD Graphics 630,Coffee Lake
4826,1446,Intel Core i7-1195G7,2900 MHz,5000 MHz,4,8, Intel Iris Xe Graphics,Tiger Lake,"Socket 1449 FCBGA, Socket 1787 FCBGA"
4811,1067,Intel Core i9-8950HK,2900 MHz,,6,12,Coffee Lake,FCBGA1440,
4800,801,Intel Xeon E5-1650 v2,3500 MHz,3900 MHz,6,12,130 W,Ivy Bridge,FCLGA2011
4783,639,Intel Xeon E5-2680,2700 MHz,3500 MHz,8,16,130 W,Sandy Bridge-EP,Socket 2011 LGA
4738,630,AMD EPYC 7351P,2400 MHz,2900 MHz,16,32,170 W,Naples,Socket SP3 (4094)
4723,1132,AMD Ryzen 3 3100,3600 MHz,3900 MHz,4,8,65 W,Matisse,Socket AM4 (1331)
4720,785,Intel Core i7-3970X,3500 MHz,4000 MHz,6,12,150 W,Sandy Bridge E,FCLGA2011
4713,801,Intel Xeon E5-1660 v2,3700 MHz,4000 MHz,6,12,130 W,Ivy Bridge EP,FCLGA2011
4708,1059,Intel Core i5-8500B,3000 MHz,4100 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
4688,615,Intel Xeon E5-2670,2600 MHz,3300 MHz,8,16,115 W,Sandy Bridge-EP/EX,Socket 2011 LGA
4684,1215,Intel Core i3-10320,3800 MHz,4600 MHz,4,8,65 W,Intel UHD Graphics 630,Comet Lake
4683,967,AMD Ryzen 7 4700U,2000 MHz,4100 MHz,8,8,15 W,AMD Radeon Vega 7,Renoir
4677,1174,Intel Core i5-11500T,1500 MHz,3900 MHz,6,12,35 W,Intel UHD Graphics 750,Rocket Lake
4676,639,Intel Xeon E5-2620 v4,2100 MHz,3000 MHz,8,16,85 W,"Broadwell-E/EP, Haswell-E/EP","Socket 2011 LGA, Socket 775 LGA"
4669,805,Intel Core i7-3960X,3300 MHz,3900 MHz,6,12,130 W,Sandy Bridge E,FCLGA2011
4661,1211,Intel Core i7-7700K,4200 MHz,4500 MHz,4,8,91 W,Intel HD Graphics 630,Kaby Lake
4659,585,Intel Xeon E5-2450 v2,2500 MHz,3300 MHz,8,16,95 W,Ivy Bridge EN,FCLGA1356
4653,681,Intel Xeon E5-2630L v3,1800 MHz,2900 MHz,8,16,55 W,Haswell,FCLGA2011-3
4625,506,Intel Xeon E5-2658 v2,2400 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
4612,1114,Intel Core i5-9500,3000 MHz,4400 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4605,407,Intel Xeon E5-2651 v2,1800 MHz,,12,24,Ivey Bridge EP,FCLGA2011,
4591,1061,Intel Core i5-8500,3000 MHz,4100 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4576,1057,Intel Core i5-9400F,2900 MHz,4100 MHz,6,6,65 W,Coffee Lake,Socket 1151 LGA
4563,845,AMD Ryzen 5 1600 PRO,3200 MHz,3600 MHz,6,12,65 W,Summit Ridge,AM4
4539,771,Intel Core i7-3930K,3200 MHz,3800 MHz,6,12,130 W,Sandy Bridge E,FCLGA2011
4534,765,Intel Xeon E5-1660,3300 MHz,3900 MHz,6,12,130 W,Sandy Bridge-EP,Socket 2011 LGA
4523,1024,Intel Xeon E-2176M,2700 MHz,4400 MHz,6,12,45 W,Intel UHD Graphics P630,Coffee Lake
4518,1046,Intel Core i5-9400,2900 MHz,4100 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
4514,1034,Intel Core i5-8400,2800 MHz,4000 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4501,1007,Intel Core i7-8850H,2600 MHz,,6,12,Coffee Lake,FCBGA1440,
4488,1228,Intel Core i7-1068NG7,2300 MHz,4100 MHz,4,8,28 W,Intel Iris Plus Graphics,Ice Lake
4474,1372,Intel Core i7-1165G7,2800 MHz,4700 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4465,1166,Intel Core i3-10300,3700 MHz,4400 MHz,4,8,65 W,Intel UHD Graphics 630,Comet Lake
4462,975,Intel Core i7-8750H,2200 MHz,,6,12,Coffee Lake,FCBGA1440,
4458,693,Intel Xeon E5-2643 v2,3500 MHz,3800 MHz,6,12,130 W,Ivy Bridge EP,FCLGA2011
4448,1287,Intel Core i5-11300H,3100 MHz,4400 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake, FCBGA1449
4433,1136,Intel Core i7-6700K,4000 MHz,4200 MHz,4,8,91 W,Intel HD Graphics 530,Skylake
4432,738,Intel Xeon E5-1650,3200 MHz,3800 MHz,6,12,130 W,Sandy Bridge-EP,Socket 2011 LGA
4419,1306,Intel Core i5-1145G7,2600 MHz,4400 MHz,4,8,28 W,Intel Iris Xe Graphics,Tiger Lake-U
4407,1018,Intel Xeon W-2125,4000 MHz,4500 MHz,4,8,120 W,Skylake,FCLGA2066
4403,953,AMD Ryzen 5 PRO 4650U,2100 MHz,4000 MHz,6,12,15 W,Radeon Vega 6,Renoir
4381,634,Intel Xeon Silver 4108,1800 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
4381,942,AMD Ryzen 5 5500U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon RX Vega 7,Cezanne
4372,588,Intel Xeon E5-2665,2400 MHz,3100 MHz,8,16,115 W,Sandy Bridge-EP,Socket 2011 LGA
4243,1405,Intel Core i7-1185G7E,2800 MHz,4400 MHz,4,8,15 W,Intel Iris Xe Graphics,Tiger Lake
4231,1124,Intel Core i5-1038NG7,2000 MHz,3800 MHz,4,8,28 W,Intel Iris Plus Graphics,Ice Lake
4183,1243,Intel Core i5-1135G7,2400 MHz,4200 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake-U,FCBGA1449
4099,1000,Intel Xeon E3-1280 v6,3900 MHz,4200 MHz,4,8,72 W,Kaby Lake,Socket 1151 LGA
4094,1044,Intel Xeon E3-1245 v6,3700 MHz,4100 MHz,4,8,73 W,Intel HD Graphics P630,Kaby Lake
4094,1261,Intel Core i3-9350KF,4000 MHz,4600 MHz,4,4,91 W,Coffee Lake,Socket 1151 LGA
