mcscore,scscore,processor,freq,maxfreq,cores,threads,tdp,codename,package
7670,1252,Intel Core i9-9900,3100 MHz,5000 MHz,8,16,65 W, Intel UHD Graphics 630,Coffee Lake
7659,1416,AMD Ryzen 9 5900HX,3300 MHz,4600 MHz,8,16,45 W,AMD Radeon RX Vega 8,Cezanne
7631,978,Intel Core i7-6900K,3200 MHz,3700 MHz,8,16,140 W,Broadwell-E,FCLGA2011-3
7552,1258,Intel Core i7-10700,2900 MHz,4800 MHz,8,16,65 W,Intel UHD Graphics 630,Comet Lake
7489,1580,Intel Core i9-11900T,1500 MHz,4900 MHz,8,16,35 W,Intel UHD Graphics 750,Rocket Lake
7398,748,Intel Xeon E5-2670 v3,2300 MHz,3100 MHz,12,24,120 W,"Gainestown, Haswell-E/EP, Sandy Bridge-EP/EX","Socket 1366 LGA, Socket 2011 LGA"
7357,1610,Intel Core i5-11600,2800 MHz,4800 MHz,6,12,65 W,Intel UHD Graphics 750,Rocket Lake
7339,702,Intel Xeon Gold 5118,2300 MHz,3200 MHz,12,24,105 W,Skylake,FCLGA3647
7334,1472,AMD Ryzen 5 5600G,3900 MHz,4400 MHz,6,12,65 W,AMD Radeon RX Vega 7,Cezanne
7294,653,Intel Xeon E5-2696 v2,2500 MHz,3300 MHz,12,24,Ivy Bridge EP,FCLGA2011,
7189,1280,Intel Core i7-9700K,3600 MHz,4900 MHz,8,8,95 W,Intel UHD Graphics 630,Coffee Lake
7166,1200,Intel Xeon E-2288G,3700 MHz,5000 MHz,8,16,95 W,Intel UHD Graphics P630,Coffee Lake
7131,1282,Intel Core i7-9700KF,3600 MHz,4900 MHz,8,8,95 W,Coffee Lake,Socket 1151 LGA
7085,1333,AMD Ryzen 7 5800H,3200 MHz,4400 MHz,8,16,45 W,Cezanne,Socket FP6
7068,1541,Intel Core i5-11500,2700 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 750,Rocket Lake
7053,915,Intel Core i7-5960X,3000 MHz,3500 MHz,8,16,140 W,Haswell E,LGA2011-v3
7051,658,Intel Xeon E5-2697 v2,2700 MHz,3500 MHz,12,24,130 W,Ivy Bridge,FCLGA2011
7050,1303,AMD Ryzen 5 3600XT,3800 MHz,4500 MHz,6,12,95 W,Matisse,Socket AM4 (1331)
7032,652,Intel Xeon Silver 4116,2100 MHz,3000 MHz,12,24,85 W,Skylake,FCLGA3647
6994,1306,Intel Core i5-10600KF,4100 MHz,4800 MHz,6,12,125 W,Comet Lake,Socket 1200 LGA
6954,884,Intel Xeon E5-1680 v2,3000 MHz,3900 MHz,8,16,130 W,Ivy Bridge,FCLGA2011
6950,1079,AMD Ryzen 9 4900HS,3000 MHz,4300 MHz,8,16,35 W,AMD Radeon Vega 7,Renoir
6943,806,Intel Xeon E5-2667 v4,3200 MHz,3600 MHz,8,16,135 W,"Broadwell-E/EP, Haswell-E/EP",Socket 2011 LGA
6912,1307,Intel Core i5-10600K,4100 MHz,4800 MHz,6,12,95 W,Intel UHD Graphics 630,Comet Lake
6909,1304,Intel Core i7-8086K,4000 MHz,,6,12,Coffee Lake,FCLGA1151,
6909,802,AMD EPYC 7601,2200 MHz,2700 MHz,32,64,180 W,Naples,Socket SP3 (4094)
6891,1460,Intel Core i5-11400F,2600 MHz,4400 MHz,6,12,65 W,Rocket Lake,Socket 1200 LGA
6876,893,Intel Xeon E5-1660 v4,3200 MHz,3800 MHz,8,16,140 W,Broadwell,FCLGA2011-3
6875,979,Intel Xeon Gold 6128,3400 MHz,3700 MHz,6,12,115 W,Skylake,FCLGA3647
6868,1245,AMD Ryzen 5 3600X,3800 MHz,4400 MHz,6,12,95 W,Matisse,AM4
6864,708,Intel Xeon E5-2687W v3,3100 MHz,3500 MHz,10,20,160 W,Haswell-E/EP,Socket 2011 LGA
6863,1191,Intel Core i7-10875H,2300 MHz,5100 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6845,1040,AMD Ryzen 7 2700X,3700 MHz,4300 MHz,8,16,105 W,Pinnacle Ridge,AM4
6835,1483,Intel Core i5-11400,2600 MHz,4400 MHz,6,12,65 W,Intel UHD Graphics 730,Rocket Lake
6810,1138,AMD Ryzen 9 4900H,3300 MHz,4400 MHz,8,16,45 W,Radeon Vega 8,Renoir
6805,926,Intel Xeon Processor E5-1680 v3,3200 MHz,3800 MHz,8,16,140 W,Haswell,FCLGA2011-3
6779,1195,Intel Core i9-10885H,2400 MHz,5300 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6756,752,Intel Xeon E5-2660 v3,2600 MHz,3300 MHz,10,20,105 W,Haswell,FCLGA2011-3
6749,659,AMD EPYC 7551P,2000 MHz,3000 MHz,32,64,180 W,Naples,Socket SP3 (4094)
6740,987,AMD Ryzen Threadripper 1900X,3800 MHz,4000 MHz,8,16,180 W,Whitehaven,sTR4
6667,1205,AMD Ryzen 5 3600,3600 MHz,4200 MHz,6,12,65 W,Matisse,AM4
6593,1159,Intel Core i7-10870H,2200 MHz,5000 MHz,8,16,45 W,Intel UHD Graphics,Comet Lake
6587,1051,AMD Ryzen 7 4800HS,2900 MHz,4200 MHz,8,16,35 W,AMD Radeon Vega 7,Renoir
6529,726,AMD EPYC 7501,2000 MHz,3000 MHz,32,64,170 W,Naples,Socket SP3 (4094)
6527,684,Intel Xeon E5-2690 v2,3000 MHz,3600 MHz,10,20,130 W,Ivy Bridge EP,FCLGA2011
6519,823,Intel Xeon E5-2618L v4,2200 MHz,3200 MHz,10,20,75 W,Broadwell,FCLGA2011-3
6501,1244,Intel Core i7-8700K,3700 MHz,4700 MHz,6,12,95 W,Intel UHD Graphics 630,Coffee Lake
6498,1114,Intel Core i9-9980HK,2400 MHz,5000 MHz,8,16,45 W, Intel UHD Graphics 630,Kaby Lake
6463,1203,Intel Core i7-9700F,3000 MHz,4700 MHz,8,8,65 W,Coffee Lake,FCLGA1151
6442,1079,AMD Ryzen 7 4800H,2900 MHz,4200 MHz,8,16,45 W,AMD Radeon Vega 7,Renoir
6401,1077,Intel Xeon W-2135 ,3700 MHz,4500 MHz,6,12,140 W,Skylake,FCLGA2066
6388,1196,Intel Core i7-9700,3000 MHz,4700 MHz,8,8,65 W,Intel UHD Graphics 630,Coffee Lake
6375,1495,Intel Core i7-11700T,1400 MHz,4600 MHz,8,16,35 W,Intel UHD Graphics 750,Rocket Lake
6319,592,Intel Xeon E5-2695 v2,2400 MHz,3200 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
6317,1169,AMD Ryzen 5 PRO 4650G,3701 MHz,4200 MHz,6,12,65 W,Radeon Vega 6,Renoir
6308,865,Intel Xeon E5-2643 v4,3400 MHz,3700 MHz,6,12,135 W,,
6293,941,AMD Ryzen 7 1800X,3600 MHz,4000 MHz,8,16,95 W,Summit Ridge,AM4
6264,616,Intel Xeon E5-2640 v4,2400 MHz,3400 MHz,10,20,90 W,"Broadwell-E/EP, Dempsey, Sandy Bridge-EP/EX","Socket 2011 LGA, Socket 771 LGA"
6235,1286,AMD Ryzen 7 5800U,1900 MHz,4400 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
6166,1236,Intel Core i5-10600,3300 MHz,4800 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
6144,930,AMD Ryzen 7 2700,3200 MHz,4100 MHz,8,16,65 W,Pinnacle Ridge,AM4
6138,746,Intel Xeon E5-2687W v2,3400 MHz,4000 MHz,8,16,150 W,Ivy Bridge,FCLGA2011
6107,1097,Intel Core i7-7800X,3500 MHz,4000 MHz,6,12,140 W,Skylake-E/EP,FCLGA2066
6099,1066,Intel Core i9-9880H,2300 MHz,4800 MHz,8,16,45 W, Intel UHD Graphics 630,Kaby Lake
6091,682,Intel Xeon E5-2650 v3,2300 MHz,3000 MHz,10,20,105 W,Haswell,FCLGA2011-3
6082,648,Intel Xeon E5-2680 v2,2800 MHz,3600 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
6036,766,Intel Xeon E5-1680 v4,3400 MHz,4000 MHz,8,16,140 W,Broadwell,FCLGA2011-3
5994,899,AMD Ryzen 7 PRO 1700X,3400 MHz,3800 MHz,8,16,95 W,Summit Ridge,Socket AM4 (1331)
5988,762,Intel Xeon E5-2667 v2,3300 MHz,4000 MHz,8,16,130 W,Ivy Bridge EP,FCLGA2011-3
5948,891,AMD Ryzen 7 1700X,3400 MHz,3800 MHz,8,16,95 W,Summit Ridge,AM4
5920,729,AMD EPYC 7551,2000 MHz,2550 MHz,32,64,180 W,Naples,Socket SP3 (4094)
5917,1079,Intel Xeon E-2136,3300 MHz,4500 MHz,6,12,80 W,Coffee Lake,Socket 1151 LGA
5916,1037,AMD Ryzen 7 4800U,1800 MHz,4200 MHz,8,16,15 W,AMD Radeon Vega 8,Renoir
5861,703,Intel Xeon E5-2630 v4,2200 MHz,3100 MHz,10,20,85 W,Broadwell-E/EP,Socket 2011 LGA
5847,599,Intel Xeon E5-4657L v2,2400 MHz,2900 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
5823,957,Intel Xeon W-2133,3600 MHz,3900 MHz,6,12,140 W,Skylake,FCLGA2066
5805,1154,Intel Core i7-8700,3200 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 630,Coffee Lake
5767,978,Intel Core i7-6850K,3600 MHz,3800 MHz,6,12,140 W,Broadwell E,FCLGA2011-3
5756,1168,Intel Core i7-8700B,3200 MHz,4600 MHz,6,12,65 W,Intel UHD Graphics 630,Coffee Lake
5745,652,Intel Xeon Silver 4114,2200 MHz,3000 MHz,10,20,85 W,Skylake,FCLGA3647
5738,633,Intel Xeon E5-2670 v2,2500 MHz,3300 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
5733,795,Intel Xeon E5-2640 v3,2600 MHz,3400 MHz,8,16,90 W,"Haswell-E/EP, Sandy Bridge-EP/EX",Socket 2011 LGA
5732,1269,AMD Ryzen 7 PRO 5850U,1900 MHz,4400 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
5730,1107,Intel Core i5-10400F,2900 MHz,4300 MHz,6,12,65 W,Comet Lake,Socket 1200 LGA
5717,1173,Intel Core i5-10500,3100 MHz,4500 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
5698,1012,Intel Xeon E-2146G,3500 MHz,4500 MHz,6,12,80 W,Intel UHD Graphics P630,Coffee Lake
5662,841,AMD Ryzen 7 1700,3000 MHz,3700 MHz,8,16,65 W,Summit Ridge,AM4
5631,1243,Intel Core i5-9600KF,3700 MHz,4600 MHz,6,6,95 W,Coffee Lake,FCLGA1151
5630,1326,Intel Core i5-11400H,2700 MHz,4500 MHz,6,12,45 W,Intel UHD Graphics,Tiger Lake
5607,931,Intel Core i7-5930K,3500 MHz,3700 MHz,6,12,140 W,Haswell E,LGA2011-v3
5607,1033,AMD Ryzen 5 2600X,3600 MHz,4200 MHz,6,12,95 W,Pinnacle Ridge,AM4
5606,920,Intel Xeon E5-1650 v4,3600 MHz,4000 MHz,6,12,140 W,Broadwell-E/EP,Socket 2011 LGA
5583,626,AMD EPYC 7401P,2000 MHz,3000 MHz,24,48,170 W,Naples,Socket SP3 (4094)
5569,1106,Intel Core i5-10400,2900 MHz,4300 MHz,6,12,65 W,Intel UHD Graphics 630,Comet Lake
5544,1234,Intel Core i5-9600K,3700 MHz,4600 MHz,6,6,95 W,Intel UHD Graphics 630,Coffee Lake
5496,920,Intel Core i7-6800K,3400 MHz,3600 MHz,6,12,140 W,Broadwell-E,FCLGA2011-3
5467,1238,AMD Ryzen 5 5600H,3300 MHz,4200 MHz,6,12,45 W,AMD Radeon RX Vega 7,Cezanne
5463,1209,Intel Core i5-8600K,3600 MHz,4300 MHz,6,6,95 W,Intel UHD Graphics 630,Coffee Lake
5462,1027,AMD Ryzen 7 5700U,1800 MHz,4300 MHz,8,16,15 W,AMD Radeon RX Vega 8,Cezanne
5446,851,AMD Ryzen 7 PRO 1700,3000 MHz,3700 MHz,8,16,65 W,Summit Ridge,Socket AM4 (1331)
5423,907,Intel Core i7-5820K,3300 MHz,3600 MHz,6,12,140 W,Haswell E,Socket 2011 LGA
5413,1134,Intel Core i7-10750H,2600 MHz,5000 MHz,6,12,45 W,Intel UHD Graphics,Comet Lake
5412,531,Intel Xeon E5-2470 v2,2400 MHz,3200 MHz,10,20,95 W,Ivy Bridge EN,FCLGA1356
5382,1022,AMD Ryzen 7 PRO 4750U,1700 MHz,4100 MHz,8,16,15 W,Renoir,Socket FP5
5344,1250,Intel Core i5-11260H,2600 MHz,4400 MHz,6,12,Intel UHD Graphics,Tiger Lake,Socket 1787 FCBGA
5341,1151,Intel Core i7-10850H,2700 MHz,5100 MHz,6,12,45 W,Intel UHD Graphics,Comet Lake
5315,899,Intel Xeon E5-1650 v3,3500 MHz,3800 MHz,6,12,140 W,Haswell,Socket 2011 LGA
5285,1209,AMD Ryzen 5 5600U,2300 MHz,4200 MHz,6,12,15 W,AMD Radeon RX Vega 7,Cezanne
5240,966,AMD Ryzen 5 2600,3400 MHz,3900 MHz,6,12,65 W,Pinnacle Ridge,AM4
5226,677,Intel Xeon E5-2690,2900 MHz,3800 MHz,8,16,135 W,Sandy Bridge-EP,Socket 2011 LGA
5187,710,Intel Xeon E5-2687W,3100 MHz,3800 MHz,8,16,150 W,Sandy Bridge-EP,Socket 2011 LGA
5173,694,Intel Xeon Silver 4110,2100 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
5158,1174,AMD Ryzen 5 3500X,3600 MHz,4100 MHz,6,6,65 W,Matisse,Socket AM4 (1331)
5155,690,Intel Xeon E5-2686 v4,2300 MHz,2700 MHz,8,16,145 W,Broadwell-E/EP,Socket 2011 LGA
5142,944,AMD Ryzen 5 1600X,3600 MHz,4000 MHz,6,12,95 W,Summit Ridge,Socket AM4 (1331)
5139,1053,Intel Core i7-9700T,2000 MHz,4300 MHz,8,8,35 W,Intel UHD Graphics 630,Coffee Lake
5128,1112,Intel Xeon E-2276M,2800 MHz,4700 MHz,6,12,45 W,Intel UHD Graphics P630,Coffee Lake
5127,1265,AMD Ryzen 3 3300X,3800 MHz,4300 MHz,4,8,65 W,Matisse,Socket AM4 (1331)
5074,1200,Intel Core i5-9600,3100 MHz,4600 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
5025,711,Intel Xeon E5-2630 v3,2400 MHz,3200 MHz,8,16,85 W,Haswell,Socket 2011 LGA
4966,972,AMD Ryzen 5 4600HS,3000 MHz,4000 MHz,6,12,35 W,Radeon Vega 6,Renoir
4953,829,Intel Core i7-4960X,3600 MHz,4000 MHz,6,12,130 W,Ivy Bridge E,FCLGA2011
4929,1425,Intel Core i7-11375H,3300 MHz,5000 MHz,4,8,35 W,Intel Iris Xe Graphics,Tiger Lake
4914,988,AMD Ryzen 5 4600H,3000 MHz,4000 MHz,6,12,45 W,AMD Radeon Vega 6,Renoir
4910,1080,Intel Core i7-9850H,2600 MHz,4600 MHz,6,12,45 W,Intel UHD Graphics 630,Coffee Lake
4908,898,AMD Ryzen 5 1600,3200 MHz,3600 MHz,6,12,65 W,Summit Ridge,Socket AM4 (1331)
4886,1273,Intel Core i7-7740X,4300 MHz,4500 MHz,4,8,112 W,Kaby Lake,FCLGA2066
4875,959,AMD Ryzen 5 4600U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon Vega 6,Renoir
4873,1043,Intel Core i7-9750H,2600 MHz,4500 MHz,6,12,45 W, Intel UHD Graphics 630,Coffee Lake
4860,1394,Intel Core i7-11370H,3300 MHz,4800 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4858,544,Intel Xeon E5-2660 v2,2200 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
4852,1400,Intel Core i7-1185G7,3000 MHz,4800 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4844,610,Intel Xeon E5-2650 v2,2600 MHz,3400 MHz,8,16,95 W,Ivy Bridge EP,FCLGA2011
4841,1032,Intel Core i7-8700T,2400 MHz,4000 MHz,6,12,35 W, Intel UHD Graphics 630,Coffee Lake
4839,1112,Intel Core i5-8600,3100 MHz,4300 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4839,1447,Intel Core i7-1195G7,2900 MHz,5000 MHz,4,8, Intel Iris Xe Graphics,Tiger Lake,"Socket 1449 FCBGA, Socket 1787 FCBGA"
4838,798,Intel Core i7-4930K,3400 MHz,3900 MHz,6,12,130 W,Ivy Bridge E,FCLGA2011
4833,1134,AMD Ryzen 5 3500,3600 MHz,4100 MHz,6,6,65 W,Matisse,Socket AM4 (1331)
4808,1067,Intel Core i9-8950HK,2900 MHz,,6,12,Coffee Lake,FCBGA1440,
4800,801,Intel Xeon E5-1650 v2,3500 MHz,3900 MHz,6,12,130 W,Ivy Bridge,FCLGA2011
4783,639,Intel Xeon E5-2680,2700 MHz,3500 MHz,8,16,130 W,Sandy Bridge-EP,Socket 2011 LGA
4738,630,AMD EPYC 7351P,2400 MHz,2900 MHz,16,32,170 W,Naples,Socket SP3 (4094)
4723,1132,AMD Ryzen 3 3100,3600 MHz,3900 MHz,4,8,65 W,Matisse,Socket AM4 (1331)
4720,785,Intel Core i7-3970X,3500 MHz,4000 MHz,6,12,150 W,Sandy Bridge E,FCLGA2011
4713,801,Intel Xeon E5-1660 v2,3700 MHz,4000 MHz,6,12,130 W,Ivy Bridge EP,FCLGA2011
4707,1059,Intel Core i5-8500B,3000 MHz,4100 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
4686,614,Intel Xeon E5-2670,2600 MHz,3300 MHz,8,16,115 W,Sandy Bridge-EP/EX,Socket 2011 LGA
4684,967,AMD Ryzen 7 4700U,2000 MHz,4100 MHz,8,8,15 W,AMD Radeon Vega 7,Renoir
4684,1215,Intel Core i3-10320,3800 MHz,4600 MHz,4,8,65 W,Intel UHD Graphics 630,Comet Lake
4677,1174,Intel Core i5-11500T,1500 MHz,3900 MHz,6,12,35 W,Intel UHD Graphics 750,Rocket Lake
4676,639,Intel Xeon E5-2620 v4,2100 MHz,3000 MHz,8,16,85 W,"Broadwell-E/EP, Haswell-E/EP","Socket 2011 LGA, Socket 775 LGA"
4669,805,Intel Core i7-3960X,3300 MHz,3900 MHz,6,12,130 W,Sandy Bridge E,FCLGA2011
4661,1211,Intel Core i7-7700K,4200 MHz,4500 MHz,4,8,91 W,Intel HD Graphics 630,Kaby Lake
4659,585,Intel Xeon E5-2450 v2,2500 MHz,3300 MHz,8,16,95 W,Ivy Bridge EN,FCLGA1356
4653,681,Intel Xeon E5-2630L v3,1800 MHz,2900 MHz,8,16,55 W,Haswell,FCLGA2011-3
4625,506,Intel Xeon E5-2658 v2,2400 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
4610,1113,Intel Core i5-9500,3000 MHz,4400 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4605,407,Intel Xeon E5-2651 v2,1800 MHz,,12,24,Ivey Bridge EP,FCLGA2011,
4591,1061,Intel Core i5-8500,3000 MHz,4100 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4576,1057,Intel Core i5-9400F,2900 MHz,4100 MHz,6,6,65 W,Coffee Lake,Socket 1151 LGA
4563,845,AMD Ryzen 5 1600 PRO,3200 MHz,3600 MHz,6,12,65 W,Summit Ridge,AM4
4534,765,Intel Xeon E5-1660,3300 MHz,3900 MHz,6,12,130 W,Sandy Bridge-EP,Socket 2011 LGA
4524,769,Intel Core i7-3930K,3200 MHz,3800 MHz,6,12,130 W,Sandy Bridge E,FCLGA2011
4523,1024,Intel Xeon E-2176M,2700 MHz,4400 MHz,6,12,45 W,Intel UHD Graphics P630,Coffee Lake
4518,1046,Intel Core i5-9400,2900 MHz,4100 MHz,6,6,65 W, Intel UHD Graphics 630,Coffee Lake
4514,1034,Intel Core i5-8400,2800 MHz,4000 MHz,6,6,65 W,Intel UHD Graphics 630,Coffee Lake
4500,1007,Intel Core i7-8850H,2600 MHz,,6,12,Coffee Lake,FCBGA1440,
4488,1228,Intel Core i7-1068NG7,2300 MHz,4100 MHz,4,8,28 W,Intel Iris Plus Graphics,Ice Lake
4476,1372,Intel Core i7-1165G7,2800 MHz,4700 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake,FCBGA1449
4473,1168,Intel Core i3-10300,3700 MHz,4400 MHz,4,8,65 W,Intel UHD Graphics 630,Comet Lake
4463,975,Intel Core i7-8750H,2200 MHz,,6,12,Coffee Lake,FCBGA1440,
4458,693,Intel Xeon E5-2643 v2,3500 MHz,3800 MHz,6,12,130 W,Ivy Bridge EP,FCLGA2011
4447,1286,Intel Core i5-11300H,3100 MHz,4400 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake, FCBGA1449
4434,1136,Intel Core i7-6700K,4000 MHz,4200 MHz,4,8,91 W,Intel HD Graphics 530,Skylake
4433,738,Intel Xeon E5-1650,3200 MHz,3800 MHz,6,12,130 W,Sandy Bridge-EP,Socket 2011 LGA
4421,1305,Intel Core i5-1145G7,2600 MHz,4400 MHz,4,8,28 W,Intel Iris Xe Graphics,Tiger Lake-U
4407,1018,Intel Xeon W-2125,4000 MHz,4500 MHz,4,8,120 W,Skylake,FCLGA2066
4403,953,AMD Ryzen 5 PRO 4650U,2100 MHz,4000 MHz,6,12,15 W,Radeon Vega 6,Renoir
4381,634,Intel Xeon Silver 4108,1800 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
4381,941,AMD Ryzen 5 5500U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon RX Vega 7,Cezanne
4374,587,Intel Xeon E5-2665,2400 MHz,3100 MHz,8,16,115 W,Sandy Bridge-EP,Socket 2011 LGA
4243,1405,Intel Core i7-1185G7E,2800 MHz,4400 MHz,4,8,15 W,Intel Iris Xe Graphics,Tiger Lake
4234,1124,Intel Core i5-1038NG7,2000 MHz,3800 MHz,4,8,28 W,Intel Iris Plus Graphics,Ice Lake
4185,1243,Intel Core i5-1135G7,2400 MHz,4200 MHz,4,8,Intel Iris Xe Graphics,Tiger Lake-U,FCBGA1449
4099,1000,Intel Xeon E3-1280 v6,3900 MHz,4200 MHz,4,8,72 W,Kaby Lake,Socket 1151 LGA
4094,1044,Intel Xeon E3-1245 v6,3700 MHz,4100 MHz,4,8,73 W,Intel HD Graphics P630,Kaby Lake
4094,1261,Intel Core i3-9350KF,4000 MHz,4600 MHz,4,4,91 W,Coffee Lake,Socket 1151 LGA
4090,1096,Intel Core i3-10100F,3600 MHz,4300 MHz,4,8,65 W,Comet Lake,Socket 1200 LGA
4081,1052,Intel Xeon E3-1270 v6,3800 MHz,4200 MHz,4,8,72 W,Kaby Lake,Socket 1151 LGA
4060,1106,Intel Core i7-8569U,2800 MHz,4700 MHz,4,8,28 W,Intel Iris Plus Graphics 655,Coffee Lake
4041,1017,Intel Core i7-5775C,3300 MHz,3700 MHz,4,8,65 W,Intel Iris Pro Graphics 6200,Broadwell
4035,515,Intel Xeon E5-2650,2000 MHz,2800 MHz,8,16,95 W,Sandy Bridge-EP,Socket 2011 LGA
4027,539,Intel Xeon E5-2660,2200 MHz,3000 MHz,8,16,95 W,Sandy Bridge-EP,Socket 2011 LGA
4020,940,Intel Core i5-9500T,2200 MHz,3700 MHz,6,6,35 W,Intel UHD Graphics 630,Coffee Lake
4011,1033,Intel Xeon E3-1240 v6,3700 MHz,4100 MHz,4,8,72 W,Kaby Lake,Socket 1151 LGA
3998,1071,Intel Core i7-8559U,2700 MHz,,4,8,Coffee Lake,FCBGA1528,
3982,1094,Intel Core i3-10100,3600 MHz,4300 MHz,4,8,95 W,Intel UHD Graphics 630,Comet Lake
3972,1044,Intel Core i7-7700,3600 MHz,4200 MHz,4,8,65 W,Intel HD Graphics 630,Kaby Lake
3970,1041,Intel Core i7-8809G,3100 MHz,4200 MHz,4,8,Intel HD Graphics 630,Radeon RX Vega M GH Graphics,Kaby Lake G
3967,1054,Intel Xeon E3-1275 v6,3800 MHz,4200 MHz,4,8,73 W,Intel HD Graphics P630,Kaby Lake
3947,1059,Intel Core i7-4790K,4000 MHz,4400 MHz,4,8,88 W,Intel HD Graphics 4600,Haswell
3943,719,Intel Xeon E5-2620 v3,2400 MHz,3200 MHz,6,12,85 W,Haswell-E,Socket 2011 LGA
3920,935,Intel Xeon W-2123 ,3600 MHz,3900 MHz,4,8,120 W,Skylake,FCLGA2066
3896,448,Intel Xeon E5-2640 v2,2000 MHz,2500 MHz,8,16,95 W,Ivy Bridge EP,FCLGA2011
3894,998,Intel Xeon E3-1285L v4,3400 MHz,3800 MHz,4,8,65 W,Broadwell,FCLGA1150
3877,1175,Intel Core i3-8350K,4000 MHz,,4,4,91 W,Intel UHD Graphics 630,Coffee Lake
3873,1178,Intel Core i5-7640X,4000 MHz,4200 MHz,4,4,112 W,Kaby Lake,FCLGA2066
3867,976,Intel Xeon E3-1240 v5,3500 MHz,3900 MHz,4,8,80 W,Skylake,Socket 1151 LGA
3855,885,Intel Core i5-8500T,2100 MHz,3500 MHz,6,6,35 W, Intel UHD Graphics 630,Coffee Lake
3844,858,Intel Xeon E5-2637 v3,3500 MHz,3700 MHz,4,8,135 W,Haswell,FCLGA2011-3
3838,910,Intel Xeon E5-1630 v4,3700 MHz,4000 MHz,4,8,140 W,Broadwell,FCLGA2011-3
3826,983,Intel Core i7-7820HK,2900 MHz,3900 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake
3799,1022,Intel Xeon E3-1535M v6,3100 MHz,4200 MHz,4,8,45 W,Intel HD Graphics P630,Kaby Lake
3791,967,Intel Xeon E3-1275 v5,3600 MHz,4000 MHz,4,8,80 W,Intel HD Graphics P530,Skylake
3784,1158,Intel Core i5-7600K,3800 MHz,4200 MHz,4,4,91 W,Intel HD Graphics 630,Kaby Lake
3776,903,Intel Core i7-5775R,3300 MHz,3800 MHz,4,8,65 W,Intel Iris Pro Graphics 6200,Broadwell
3746,972,Intel Core i7-6700,3400 MHz,4000 MHz,4,8,65 W,Intel HD Graphics 530,Skylake
3744,934,Intel Xeon E3-1270 v5,3600 MHz,4000 MHz,4,8,80 W,Skylake,Socket 1151 LGA
3744,1061,Intel Core i5-10300H,2500 MHz,4500 MHz,4,8,45 W,Intel UHD Graphics,Comet Lake
3741,932,Intel Xeon E3-1245 v5,3500 MHz,3900 MHz,4,8,80 W,Intel HD Graphics P530,Skylake
3734,945,Intel Core i5-8259U,2300 MHz,,4,8,Coffee Lake,,
3726,929,Intel Xeon E3-1230 v6,3500 MHz,3900 MHz,4,8,72 W,Kaby Lake,Socket 1151 LGA
3722,677,Intel Core i7-990X,3470 MHz,3730 MHz,6,12,130 W,Gulftown,FCLGA1366
3715,951,Intel Core i5-8257U,1400 MHz,3900 MHz,4,8,15 W, Intel Iris Plus Graphics 645,Coffee Lake
3698,930,Intel Xeon E3-1280 v5,3700 MHz,4000 MHz,4,8,80 W,Skylake,FCLGA11141
3698,704,Intel Xeon E5-2637 v4,3500 MHz,3700 MHz,4,8,135 W,Broadwell, FCLGA2011-3
3676,929,Intel Xeon E3-1230 v5,3400 MHz,3800 MHz,4,8,80 W,Skylake,Socket 1151 LGA
3676,980,Intel Xeon E3-1585L v5,3000 MHz,,4,8,Skylake,Socket 1440 FCBGA,
3675,586,Intel Xeon E5-2630 v2,2600 MHz,3100 MHz,6,12,80 W,Ivy Bridge EP,FCLGA2011
3673,970,Intel Core i7-4770K,3500 MHz,3900 MHz,4,8,84 W,Intel HD Graphics 4600,Haswell
3672,632,Intel Xeon E5-2667,2900 MHz,3500 MHz,6,12,130 W,Sandy Bridge-EP,"Socket 1366 LGA, Socket 2011 LGA"
3672,873,Intel Xeon E5-1630 v3,3700 MHz,3800 MHz,4,8,140 W,Haswell,FCLGA2011-3
